Date,Open,High,Low,Close,Adj Close,Volume,Return
1991/2/26,367.26001,367.26001,362.190002,362.809998,362.809998,164170000,-0.012116789
1991/2/27,362.809998,368.380005,362.809998,367.73999,367.73999,211410000,0.013588358
1991/2/28,367.730011,369.910004,365.950012,367.070007,367.070007,223010000,-0.001821893
1991/3/1,367.070007,370.470001,363.730011,370.470001,370.470001,221510000,0.009262522
1991/3/4,370.470001,371.98999,369.070007,369.329987,369.329987,199830000,-0.00307721
1991/3/5,369.329987,377.890015,369.329987,376.720001,376.720001,253700000,0.020009244
1991/3/6,376.720001,379.660004,375.019989,376.170013,376.170013,262290000,-0.001459938
1991/3/7,376.160004,377.48999,375.579987,375.910004,375.910004,197060000,-0.000691201
1991/3/8,375.910004,378.690002,374.429993,374.950012,374.950012,206850000,-0.002553781
1991/3/11,374.940002,375.100006,372.519989,372.959991,372.959991,161600000,-0.00530743
1991/3/12,372.959991,374.350006,369.549988,370.029999,370.029999,176440000,-0.007856049
1991/3/13,370.029999,374.649994,370.029999,374.570007,374.570007,176000000,0.012269297
1991/3/14,374.589996,378.279999,371.76001,373.5,373.5,232070000,-0.002856628
1991/3/15,373.5,374.579987,370.209991,373.589996,373.589996,237650000,0.000240953
1991/3/18,373.589996,374.089996,369.459991,372.109985,372.109985,163100000,-0.003961592
1991/3/19,372.109985,372.109985,366.540009,366.589996,366.589996,177070000,-0.014834294
1991/3/20,366.589996,368.850006,365.799988,367.920013,367.920013,196810000,0.003628078
1991/3/21,367.940002,371.01001,366.51001,366.579987,366.579987,199830000,-0.003642167
1991/3/22,366.579987,368.220001,365.579987,367.480011,367.480011,160890000,0.002455191
1991/3/25,367.480011,371.309998,367.459991,369.829987,369.829987,153920000,0.00639484
1991/3/26,369.829987,376.299988,369.369995,376.299988,376.299988,198720000,0.017494528
1991/3/27,376.279999,378.480011,374.730011,375.350006,375.350006,201830000,-0.002524534
1991/3/28,375.350006,376.600006,374.399994,375.220001,375.220001,150750000,-0.000346357
1991/4/1,375.220001,375.220001,370.269989,371.299988,371.299988,144010000,-0.010447239
1991/4/2,371.299988,379.5,371.299988,379.5,379.5,189530000,0.022084601
1991/4/3,379.5,381.559998,378.48999,378.940002,378.940002,213720000,-0.001475621
1991/4/4,378.940002,381.880005,377.049988,379.769989,379.769989,198120000,0.002190286
1991/4/5,379.779999,381.119995,374.149994,375.359985,375.359985,187410000,-0.011612303
1991/4/8,375.350006,378.76001,374.690002,378.660004,378.660004,138580000,0.008791611
1991/4/9,378.649994,379.019989,373.109985,373.559998,373.559998,169940000,-0.013468563
1991/4/10,373.570007,374.829987,371.209991,373.149994,373.149994,167940000,-0.001097559
1991/4/11,373.149994,379.529999,373.149994,377.630005,377.630005,196570000,0.012005925
1991/4/12,377.649994,381.070007,376.890015,380.399994,380.399994,198610000,0.007335193
1991/4/15,380.399994,382.320007,378.779999,381.190002,381.190002,161800000,0.002076782
1991/4/16,381.190002,387.619995,379.640015,387.619995,387.619995,214480000,0.01686821
1991/4/17,387.619995,391.26001,387.299988,390.450012,390.450012,246930000,0.007301009
1991/4/18,390.450012,390.970001,388.130005,388.459991,388.459991,217410000,-0.005096737
1991/4/19,388.459991,388.459991,383.899994,384.200012,384.200012,195520000,-0.010966326
1991/4/22,384.190002,384.190002,380.160004,380.950012,380.950012,164410000,-0.008459136
1991/4/23,380.950012,383.549988,379.670013,381.76001,381.76001,167840000,0.002126258
1991/4/24,381.76001,383.019989,379.98999,382.76001,382.76001,166800000,0.002619447
1991/4/25,382.890015,382.890015,378.429993,379.25,379.25,166940000,-0.009170263
1991/4/26,379.25,380.109985,376.769989,379.019989,379.019989,154550000,-0.000606489
1991/4/29,379.01001,380.959991,373.660004,373.660004,373.660004,149860000,-0.014141695
1991/4/30,373.660004,377.859985,373.01001,375.339996,375.339996,206230000,0.004496044
1991/5/1,375.350006,380.459991,375.269989,380.290009,380.290009,181900000,0.013188078
1991/5/2,380.290009,382.140015,379.820007,380.519989,380.519989,187090000,0.000604749
1991/5/3,380.519989,381,378.820007,380.799988,380.799988,158150000,0.000735833
1991/5/6,380.779999,380.779999,377.859985,380.079987,380.079987,129110000,-0.001890759
1991/5/7,380.079987,380.910004,377.309998,377.320007,377.320007,153290000,-0.007261577
1991/5/8,377.329987,379.26001,376.209991,378.51001,378.51001,157240000,0.00315383
1991/5/9,378.51001,383.559998,378.51001,383.25,383.25,180460000,0.01252276
1991/5/10,383.26001,383.910004,375.609985,375.73999,375.73999,172730000,-0.01959559
1991/5/13,375.73999,377.019989,374.619995,376.76001,376.76001,129620000,0.002714696
1991/5/14,375.51001,375.529999,370.820007,371.619995,371.619995,207890000,-0.013642677
1991/5/15,371.549988,372.470001,365.829987,368.570007,368.570007,193110000,-0.008207276
1991/5/16,368.570007,372.51001,368.570007,372.190002,372.190002,154460000,0.00982173
1991/5/17,372.190002,373.01001,369.440002,372.390015,372.390015,174210000,0.000537395
1991/5/20,372.390015,373.649994,371.26001,372.279999,372.279999,109510000,-0.000295432
1991/5/21,372.279999,376.660004,372.279999,375.350006,375.350006,176620000,0.0082465
1991/5/22,375.350006,376.5,374.399994,376.190002,376.190002,159310000,0.002237901
1991/5/23,376.190002,378.070007,373.549988,374.959991,374.959991,173080000,-0.003269654
1991/5/24,374.970001,378.079987,374.970001,377.48999,377.48999,124640000,0.006747384
1991/5/28,377.48999,382.100006,377.119995,381.940002,381.940002,162350000,0.011788424
1991/5/29,381.940002,383.660004,381.369995,382.790009,382.790009,188450000,0.002225499
1991/5/30,382.790009,388.170013,382.5,386.959991,386.959991,234440000,0.010893654
1991/5/31,386.959991,389.850006,385.01001,389.829987,389.829987,232040000,0.007416777
1991/6/3,389.809998,389.809998,386.970001,388.059998,388.059998,173990000,-0.004540413
1991/6/4,388.059998,388.059998,385.140015,387.73999,387.73999,180450000,-0.000824635
1991/6/5,387.73999,388.230011,384.450012,385.089996,385.089996,186560000,-0.006834461
1991/6/6,385.100006,385.850006,383.130005,383.630005,383.630005,168260000,-0.003791298
1991/6/7,383.630005,383.630005,378.76001,379.429993,379.429993,169570000,-0.01094808
1991/6/10,379.429993,379.75,377.950012,378.570007,378.570007,127720000,-0.002266521
1991/6/11,378.570007,381.630005,378.570007,381.049988,381.049988,161610000,0.006550918
1991/6/12,381.049988,381.049988,374.459991,376.649994,376.649994,166140000,-0.011547026
1991/6/13,376.649994,377.899994,376.079987,377.630005,377.630005,145650000,0.002601914
1991/6/14,377.630005,382.299988,377.630005,382.290009,382.290009,167950000,0.012340132
1991/6/17,382.299988,382.309998,380.130005,380.130005,380.130005,134230000,-0.005650171
1991/6/18,380.130005,381.829987,377.98999,378.589996,378.589996,155200000,-0.004051269
1991/6/19,378.570007,378.570007,374.359985,375.089996,375.089996,156440000,-0.00924483
1991/6/20,375.089996,376.290009,373.869995,375.420013,375.420013,163980000,0.000879834
1991/6/21,375.420013,377.75,375.329987,377.75,377.75,193310000,0.006206347
1991/6/24,377.73999,377.73999,370.730011,370.940002,370.940002,137940000,-0.018027791
1991/6/25,370.940002,372.619995,369.559998,370.649994,370.649994,155710000,-0.000781819
1991/6/26,370.649994,372.730011,368.339996,371.589996,371.589996,187170000,0.002536091
1991/6/27,371.589996,374.399994,371.589996,374.399994,374.399994,163080000,0.007562093
1991/6/28,374.399994,374.399994,367.980011,371.160004,371.160004,163770000,-0.00865382
1991/7/1,371.179993,377.920013,371.179993,377.920013,377.920013,167480000,0.018213194
1991/7/2,377.920013,377.929993,376.619995,377.470001,377.470001,157290000,-0.00119076
1991/7/3,377.470001,377.470001,372.079987,373.329987,373.329987,140580000,-0.010967796
1991/7/5,373.339996,375.51001,372.170013,374.079987,374.079987,69910000,0.002008947
1991/7/8,374.089996,377.940002,370.920013,377.940002,377.940002,138330000,0.010318689
1991/7/9,377.940002,378.579987,375.369995,376.109985,376.109985,151820000,-0.004842083
1991/7/10,376.109985,380.350006,375.200012,375.73999,375.73999,178290000,-0.000983741
1991/7/11,375.730011,377.679993,375.51001,376.970001,376.970001,157930000,0.00327357
1991/7/12,376.970001,381.410004,375.790009,380.25,380.25,174770000,0.008700955
1991/7/15,380.279999,383,380.23999,382.390015,382.390015,161750000,0.005627916
1991/7/16,382.390015,382.940002,380.799988,381.540009,381.540009,182990000,-0.002222877
1991/7/17,381.5,382.859985,381.130005,381.179993,381.179993,195460000,-0.000943586
1991/7/18,381.179993,385.369995,381.179993,385.369995,385.369995,200930000,0.010992188
1991/7/19,385.380005,385.829987,383.649994,384.220001,384.220001,190700000,-0.00298413
1991/7/22,384.209991,384.549988,381.839996,382.880005,382.880005,149050000,-0.003487575
1991/7/23,382.880005,384.859985,379.390015,379.420013,379.420013,160190000,-0.009036753
1991/7/24,379.420013,380.459991,378.290009,378.640015,378.640015,158700000,-0.002055764
1991/7/25,378.640015,381.130005,378.149994,380.959991,380.959991,145800000,0.006127128
1991/7/26,380.959991,381.76001,379.809998,380.929993,380.929993,127760000,-7.87432E-05
1991/7/29,380.929993,383.149994,380.450012,383.149994,383.149994,136000000,0.005827845
1991/7/30,383.149994,386.920013,383.149994,386.690002,386.690002,169010000,0.009239222
1991/7/31,386.690002,387.809998,386.190002,387.809998,387.809998,166830000,0.002896367
1991/8/1,387.809998,387.950012,386.480011,387.119995,387.119995,170610000,-0.00177923
1991/8/2,387.119995,389.559998,386.049988,387.179993,387.179993,162270000,0.000154986
1991/8/5,387.170013,387.170013,384.480011,385.059998,385.059998,128050000,-0.005475477
1991/8/6,385.059998,390.799988,384.290009,390.619995,390.619995,174460000,0.0144393
1991/8/7,390.619995,391.589996,389.859985,390.559998,390.559998,172220000,-0.000153594
1991/8/8,390.559998,391.799988,388.149994,389.320007,389.320007,163890000,-0.003174905
1991/8/9,389.320007,389.890015,387.040009,387.119995,387.119995,143740000,-0.005650909
1991/8/12,387.109985,388.170013,385.899994,388.019989,388.019989,145440000,0.002324845
1991/8/13,388.019989,392.119995,388.019989,389.619995,389.619995,212760000,0.004123514
1991/8/14,389.619995,391.850006,389.130005,389.899994,389.899994,124230000,0.000718646
1991/8/15,389.910004,391.920013,389.290009,389.329987,389.329987,174690000,-0.001461931
1991/8/16,389.329987,390.410004,383.160004,385.579987,385.579987,189480000,-0.009631932
1991/8/19,385.579987,385.579987,374.089996,376.470001,376.470001,230350000,-0.023626709
1991/8/20,376.470001,380.350006,376.470001,379.429993,379.429993,184260000,0.007862491
1991/8/21,379.549988,390.589996,379.549988,390.589996,390.589996,232690000,0.029412548
1991/8/22,390.589996,391.980011,390.209991,391.329987,391.329987,173090000,0.001894547
1991/8/23,391.329987,395.339996,390.690002,394.170013,394.170013,188870000,0.007257369
1991/8/26,394.170013,394.390015,392.75,393.850006,393.850006,130570000,-0.00081185
1991/8/27,393.850006,393.869995,391.769989,393.059998,393.059998,144670000,-0.00200586
1991/8/28,393.059998,396.640015,393.049988,396.640015,396.640015,169890000,0.009108068
1991/8/29,396.649994,396.820007,395.140015,396.470001,396.470001,154150000,-0.000428636
1991/8/30,396.470001,396.470001,393.600006,395.429993,395.429993,143440000,-0.002623169
1991/9/3,395.429993,397.619995,392.100006,392.149994,392.149994,153600000,-0.008294765
1991/9/4,392.149994,392.619995,388.679993,389.970001,389.970001,157520000,-0.00555908
1991/9/5,389.970001,390.970001,388.48999,389.140015,389.140015,162380000,-0.002128333
1991/9/6,389.140015,390.709991,387.359985,389.100006,389.100006,166560000,-0.000102814
1991/9/9,389.109985,389.339996,387.880005,388.570007,388.570007,115100000,-0.001362115
1991/9/10,388.570007,388.630005,383.779999,384.559998,384.559998,143390000,-0.010319914
1991/9/11,384.559998,385.600006,383.589996,385.089996,385.089996,148000000,0.001378193
1991/9/12,385.089996,387.339996,385.089996,387.339996,387.339996,160420000,0.00584279
1991/9/13,387.160004,387.950012,382.850006,383.589996,383.589996,169630000,-0.009681417
1991/9/16,383.589996,385.790009,382.769989,385.779999,385.779999,172560000,0.005709229
1991/9/17,385.779999,387.130005,384.970001,385.5,385.5,168340000,-0.0007258
1991/9/18,385.48999,386.940002,384.279999,386.940002,386.940002,141340000,0.003735414
1991/9/19,386.940002,389.420013,386.269989,387.559998,387.559998,211010000,0.001602305
1991/9/20,387.559998,388.820007,386.48999,387.920013,387.920013,254520000,0.000928927
1991/9/23,387.899994,388.549988,385.76001,385.920013,385.920013,145940000,-0.005155702
1991/9/24,385.920013,388.130005,384.459991,387.709991,387.709991,170350000,0.00463821
1991/9/25,387.720001,388.25,385.98999,386.880005,386.880005,153910000,-0.002140739
1991/9/26,386.869995,388.390015,385.299988,386.48999,386.48999,158980000,-0.001008103
1991/9/27,386.48999,389.089996,384.869995,385.899994,385.899994,160660000,-0.001526549
1991/9/30,385.910004,388.290009,384.320007,387.859985,387.859985,146780000,0.005079013
1991/10/1,387.859985,389.559998,387.859985,389.200012,389.200012,163570000,0.003454925
1991/10/2,389.200012,390.029999,387.619995,388.26001,388.26001,166380000,-0.002415216
1991/10/3,388.230011,388.230011,384.470001,384.470001,384.470001,174360000,-0.009761523
1991/10/4,384.470001,385.190002,381.23999,381.25,381.25,164000000,-0.008375168
1991/10/7,381.220001,381.269989,379.070007,379.5,379.5,148430000,-0.004590164
1991/10/8,379.5,381.230011,379.179993,380.670013,380.670013,177120000,0.003083038
1991/10/9,380.570007,380.570007,376.350006,376.799988,376.799988,186710000,-0.010166351
1991/10/10,376.799988,380.549988,376.109985,380.549988,380.549988,164240000,0.00995223
1991/10/11,380.549988,381.459991,379.899994,381.450012,381.450012,148850000,0.002365061
1991/10/14,381.450012,386.470001,381.450012,386.470001,386.470001,130120000,0.01316028
1991/10/15,386.470001,391.5,385.950012,391.01001,391.01001,213540000,0.011747378
1991/10/16,391.01001,393.290009,390.140015,392.799988,392.799988,225380000,0.004577832
1991/10/17,392.790009,393.809998,390.320007,391.920013,391.920013,206030000,-0.002240262
1991/10/18,391.920013,392.799988,391.769989,392.5,392.5,204090000,0.001479861
1991/10/21,392.48999,392.48999,388.959991,390.019989,390.019989,154140000,-0.006318499
1991/10/22,390.019989,391.200012,387.399994,387.829987,387.829987,194160000,-0.005615102
1991/10/23,387.829987,389.079987,386.519989,387.940002,387.940002,185390000,0.000283668
1991/10/24,387.940002,388.320007,383.450012,385.070007,385.070007,179040000,-0.007398038
1991/10/25,385.070007,386.130005,382.970001,384.200012,384.200012,167310000,-0.002259316
1991/10/28,384.200012,389.519989,384.200012,389.519989,389.519989,161630000,0.013846894
1991/10/29,389.519989,391.700012,386.880005,391.480011,391.480011,192810000,0.005031891
1991/10/30,391.480011,393.109985,390.779999,392.959991,392.959991,195400000,0.003780474
1991/10/31,392.959991,392.959991,391.579987,392.450012,392.450012,179680000,-0.001297789
1991/11/1,392.459991,395.100006,389.670013,391.320007,391.320007,205780000,-0.00287936
1991/11/4,391.290009,391.290009,388.089996,390.279999,390.279999,155660000,-0.002657692
1991/11/5,390.279999,392.170013,388.190002,388.709991,388.709991,172090000,-0.004022773
1991/11/6,388.709991,389.970001,387.579987,389.970001,389.970001,167440000,0.003241517
1991/11/7,389.970001,393.720001,389.970001,393.720001,393.720001,205480000,0.009616124
1991/11/8,393.720001,396.429993,392.420013,392.890015,392.890015,183260000,-0.002108062
1991/11/11,392.899994,393.570007,392.320007,393.119995,393.119995,128920000,0.000585355
1991/11/12,393.119995,397.130005,393.119995,396.73999,396.73999,198610000,0.009208372
1991/11/13,396.73999,397.420013,394.01001,397.410004,397.410004,184480000,0.001688799
1991/11/14,397.410004,398.220001,395.850006,397.149994,397.149994,200030000,-0.000654261
1991/11/15,397.149994,397.160004,382.619995,382.619995,382.619995,239690000,-0.036585671
1991/11/18,382.619995,385.399994,379.700012,385.23999,385.23999,241940000,0.006847512
1991/11/19,385.23999,385.23999,374.899994,379.420013,379.420013,243880000,-0.015107406
1991/11/20,379.420013,381.51001,377.839996,378.529999,378.529999,192760000,-0.002345722
1991/11/21,378.529999,381.119995,377.410004,380.059998,380.059998,195130000,0.004041949
1991/11/22,380.049988,380.049988,374.519989,376.140015,376.140015,188240000,-0.010314116
1991/11/25,376.140015,377.070007,374,375.339996,375.339996,175870000,-0.002126918
1991/11/26,375.339996,378.290009,371.630005,377.959991,377.959991,213810000,0.006980325
1991/11/27,377.959991,378.109985,375.980011,376.549988,376.549988,167720000,-0.003730562
1991/11/29,376.549988,376.549988,374.649994,375.220001,375.220001,76830000,-0.003532033
1991/12/2,375.109985,381.399994,371.359985,381.399994,381.399994,188410000,0.016470319
1991/12/3,381.399994,381.480011,379.920013,380.959991,380.959991,187230000,-0.001153652
1991/12/4,380.959991,381.51001,378.070007,380.070007,380.070007,187960000,-0.002336161
1991/12/5,380.070007,380.070007,376.579987,377.390015,377.390015,166350000,-0.007051311
1991/12/6,377.390015,382.390015,375.410004,379.100006,379.100006,199160000,0.004531098
1991/12/9,379.089996,381.420013,377.670013,378.26001,378.26001,174760000,-0.002215764
1991/12/10,378.26001,379.570007,376.640015,377.899994,377.899994,192920000,-0.000951769
1991/12/11,377.899994,379.420013,374.779999,377.700012,377.700012,207430000,-0.000529193
1991/12/12,377.700012,381.619995,377.700012,381.549988,381.549988,192950000,0.010193211
1991/12/13,381.549988,385.040009,381.549988,384.470001,384.470001,194470000,0.007653029
1991/12/16,384.480011,385.839996,384.369995,384.459991,384.459991,173080000,-2.60358E-05
1991/12/17,384.459991,385.049988,382.600006,382.73999,382.73999,191310000,-0.00447381
1991/12/18,382.73999,383.51001,380.880005,383.480011,383.480011,192410000,0.001933482
1991/12/19,383.459991,383.459991,380.640015,382.519989,382.519989,199330000,-0.002503447
1991/12/20,382.519989,388.23999,382.519989,387.040009,387.040009,316140000,0.011816428
1991/12/23,387.049988,397.440002,386.959991,396.820007,396.820007,228900000,0.0252687
1991/12/24,396.820007,401.790009,396.820007,399.329987,399.329987,162640000,0.006325236
1991/12/26,399.329987,404.920013,399.309998,404.839996,404.839996,149230000,0.013798135
1991/12/27,404.839996,406.579987,404.589996,406.459991,406.459991,157950000,0.004001569
1991/12/30,406.48999,415.140015,406.48999,415.140015,415.140015,245600000,0.021355174
1991/12/31,415.140015,418.320007,412.730011,417.089996,417.089996,247080000,0.004697165
1992/1/2,417.029999,417.269989,411.040009,417.26001,417.26001,207570000,0.000407619
1992/1/3,417.269989,419.790009,416.160004,419.339996,419.339996,224270000,0.004984868
1992/1/6,419.309998,419.440002,416.920013,417.959991,417.959991,251210000,-0.003290898
1992/1/7,417.959991,417.959991,415.200012,417.399994,417.399994,252780000,-0.001339834
1992/1/8,417.359985,420.230011,415.019989,418.100006,418.100006,290750000,0.001677077
1992/1/9,418.089996,420.5,415.850006,417.609985,417.609985,292350000,-0.001172019
1992/1/10,417.619995,417.619995,413.309998,415.100006,415.100006,236130000,-0.006010342
1992/1/13,415.049988,415.359985,413.540009,414.339996,414.339996,200270000,-0.001830908
1992/1/14,414.339996,420.440002,414.320007,420.440002,420.440002,265900000,0.014722223
1992/1/15,420.450012,421.179993,418.790009,420.769989,420.769989,314830000,0.000784861
1992/1/16,420.769989,420.850006,415.369995,418.209991,418.209991,336240000,-0.006084079
1992/1/17,418.200012,419.450012,416,418.859985,418.859985,287370000,0.001554229
1992/1/20,418.859985,418.859985,415.799988,416.359985,416.359985,180900000,-0.005968582
1992/1/21,416.359985,416.390015,411.320007,412.640015,412.640015,218750000,-0.008934504
1992/1/22,412.649994,418.130005,412.48999,418.130005,418.130005,228140000,0.013304551
1992/1/23,418.130005,419.779999,414.359985,414.959991,414.959991,234580000,-0.007581408
1992/1/24,414.959991,417.269989,414.290009,415.480011,415.480011,213630000,0.001253181
1992/1/27,415.440002,416.839996,414.480011,414.98999,414.98999,190970000,-0.001179409
1992/1/28,414.980011,416.410004,414.540009,414.959991,414.959991,218400000,-7.22885E-05
1992/1/29,414.959991,417.829987,409.170013,410.339996,410.339996,248940000,-0.011133591
1992/1/30,410.339996,412.170013,409.26001,411.619995,411.619995,194680000,0.003119362
1992/1/31,411.649994,412.630005,408.640015,408.779999,408.779999,197620000,-0.006899558
1992/2/3,408.790009,409.950012,407.450012,409.529999,409.529999,185290000,0.001834728
1992/2/4,409.600006,413.850006,409.279999,413.850006,413.850006,233680000,0.010548695
1992/2/5,413.880005,416.170013,413.179993,413.839996,413.839996,262440000,-2.41875E-05
1992/2/6,413.869995,414.549988,411.929993,413.820007,413.820007,242050000,-4.83013E-05
1992/2/7,413.820007,415.290009,408.040009,411.089996,411.089996,231120000,-0.006597098
1992/2/10,411.070007,413.769989,411.070007,413.769989,413.769989,184410000,0.006519237
1992/2/11,413.769989,414.380005,412.23999,413.76001,413.76001,200130000,-2.41173E-05
1992/2/12,413.769989,418.079987,413.359985,417.130005,417.130005,237630000,0.008144806
1992/2/13,417.130005,417.769989,412.070007,413.690002,413.690002,229360000,-0.008246837
1992/2/14,413.690002,413.839996,411.200012,412.480011,412.480011,215110000,-0.002924874
1992/2/18,412.480011,413.269989,406.339996,407.380005,407.380005,234300000,-0.01236425
1992/2/19,407.380005,408.700012,406.540009,408.26001,408.26001,232970000,0.002160158
1992/2/20,408.26001,413.899994,408.26001,413.899994,413.899994,270650000,0.013814686
1992/2/21,413.899994,414.26001,409.720001,411.429993,411.429993,261650000,-0.005967628
1992/2/24,411.459991,412.940002,410.339996,412.269989,412.269989,177540000,0.00204165
1992/2/25,412.269989,412.269989,408.019989,410.450012,410.450012,210350000,-0.004414527
1992/2/26,410.480011,415.350006,410.480011,415.350006,415.350006,241500000,0.011938102
1992/2/27,415.350006,415.98999,413.470001,413.859985,413.859985,215110000,-0.003587386
1992/2/28,413.859985,416.070007,411.799988,412.700012,412.700012,202320000,-0.002802815
1992/3/2,412.679993,413.73999,411.519989,412.450012,412.450012,180380000,-0.000605767
1992/3/3,412.450012,413.779999,411.880005,412.850006,412.850006,200890000,0.0009698
1992/3/4,412.859985,413.269989,409.329987,409.329987,409.329987,206860000,-0.008526145
1992/3/5,409.329987,409.329987,405.420013,406.51001,406.51001,205770000,-0.006889251
1992/3/6,406.51001,407.51001,403.649994,404.440002,404.440002,185190000,-0.005092145
1992/3/9,404.450012,405.640015,404.25,405.209991,405.209991,160650000,0.00190384
1992/3/10,405.209991,409.160004,405.209991,406.890015,406.890015,203000000,0.004146058
1992/3/11,406.880005,407.019989,402.640015,404.029999,404.029999,186330000,-0.007028966
1992/3/12,404.029999,404.720001,401.940002,403.890015,403.890015,180310000,-0.000346469
1992/3/13,403.920013,406.690002,403.920013,405.839996,405.839996,177900000,0.004828
1992/3/16,405.850006,406.399994,403.549988,406.390015,406.390015,155950000,0.001355261
1992/3/17,406.390015,409.720001,406.390015,409.579987,409.579987,187250000,0.007849533
1992/3/18,409.579987,410.839996,408.230011,409.149994,409.149994,191720000,-0.001049839
1992/3/19,409.149994,410.570007,409.119995,409.799988,409.799988,197310000,0.001588645
1992/3/20,409.799988,411.299988,408.529999,411.299988,411.299988,246210000,0.003660322
1992/3/23,411.290009,411.290009,408.869995,409.910004,409.910004,157050000,-0.00337949
1992/3/24,409.910004,411.429993,407.98999,408.880005,408.880005,191610000,-0.002512744
1992/3/25,408.880005,409.869995,407.519989,407.519989,407.519989,192650000,-0.003326198
1992/3/26,407.519989,409.440002,406.75,407.859985,407.859985,176720000,0.000834305
1992/3/27,407.859985,407.859985,402.869995,403.5,403.5,166140000,-0.010689906
1992/3/30,403.5,404.299988,402.970001,403,403,133990000,-0.001239157
1992/3/31,403,405.209991,402.220001,403.690002,403.690002,182360000,0.001712164
1992/4/1,403.670013,404.5,400.75,404.230011,404.230011,186530000,0.001337682
1992/4/2,404.170013,404.630005,399.279999,400.5,400.5,185210000,-0.009227447
1992/4/3,400.5,401.589996,398.209991,401.549988,401.549988,188580000,0.002621693
1992/4/6,401.540009,405.929993,401.519989,405.589996,405.589996,179910000,0.010061034
1992/4/7,405.589996,405.75,397.970001,398.059998,398.059998,205210000,-0.018565542
1992/4/8,398.049988,398.049988,392.410004,394.5,394.5,249280000,-0.00894337
1992/4/9,394.5,401.040009,394.5,400.640015,400.640015,231430000,0.015564043
1992/4/10,400.589996,405.119995,400.589996,404.290009,404.290009,199530000,0.009110408
1992/4/13,404.279999,406.079987,403.899994,406.079987,406.079987,143140000,0.00442746
1992/4/14,406.079987,413.859985,406.079987,412.390015,412.390015,231130000,0.01553888
1992/4/15,412.390015,416.279999,412.390015,416.279999,416.279999,229710000,0.009432779
1992/4/16,416.279999,416.279999,413.399994,416.040009,416.040009,233230000,-0.000576511
1992/4/20,416.049988,416.049988,407.929993,410.179993,410.179993,191980000,-0.014085222
